Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV,Launch_Date,Launch_Year
153009,Mirae Asset Gold ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Gold ETF Fund of Fund - Regular Plan - Growth,5000,19.303,10/16/2024,2024
153010,Mirae Asset Gold ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Gold ETF Fund of Fund - Regular Plan - IDCW,5000,19.292,10/16/2024,2024
153011,Zerodha Gold ETF FoF,Zerodha Asset Management Private Limited,Open Ended,Other Scheme - FoF Domestic,Zerodha Gold ETF FoF-Direct Plan - Growth Option,500,20.201,10/25/2024,2024
153012,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Regular Plan- Growth,5000,9.6664,10/16/2024,2024
153013,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout,5000,9.6664,10/16/2024,2024
153014,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout,5000,9.7411,10/16/2024,2024
153015,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Direct Plan- Growth,5000,9.7411,10/16/2024,2024
153022,Motilal Oswal Nifty MidSmall Healthcare Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Healthcare Index Fund-Regular Plan-Growth,5000,11.5118,10/29/2024,2024
153023,Motilal Oswal Nifty MidSmall Healthcare Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Healthcare Index Fund- Direct Plan-Growth,5000,11.5963,10/29/2024,2024
153024,Motilal Oswal Nifty MidSmall India Consumption Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall India Consumption Index Fund-Regular Plan-Growth,5000,9.1139,10/29/2024,2024
153025,Motilal Oswal Nifty MidSmall India Consumption Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan- Growth,5000,9.1816,10/29/2024,2024
153026,Motilal Oswal Nifty MidSmall Financial Services Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Financial Services Index Fund-Regular Plan-Growth,5000,13.8848,10/29/2024,2024
153027,Motilal Oswal Nifty MidSmall Financial Services Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan- Growth,5000,13.9884,10/29/2024,2024
153028,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund-Regular Plan-Growth,5000,9.1829,10/29/2024,2024
153029,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan- Growth,5000,9.2521,10/29/2024,2024
153030,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth,1000,11.1773,11/4/2024,2024
153031,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout,1000,11.1775,11/4/2024,2024
153032,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout,1000,11.1426,11/4/2024,2024
153033,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth,1000,11.1425,11/4/2024,2024
153034,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Groww Multicap Fund - Direct - Growth,500,11.3738,11/26/2024,2024
153035,Shriram Liquid Fund,Shriram Asset Management Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Shriram Liquid Fund - Direct Plan Growth Option,5000,1102.4227,11/4/2024,2024
153036,Shriram Liquid Fund,Shriram Asset Management Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Shriram Liquid Fund - Regular Plan Growth Option,5000,1100.0131,11/4/2024,2024
153037,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Direct Plan - IDCW Option,5000,10.99,11/19/2024,2024
153038,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Regular Plan - IDCW Option,5000,10.71,11/19/2024,2024
153039,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Direct Plan - Growth Option,5000,10.99,11/19/2024,2024
153040,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Regular Plan - Growth Option,5000,10.71,11/19/2024,2024
153041,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Direct - IDCW,5000,11.0876,11/4/2024,2024
153042,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Growth,5000,10.9654,11/4/2024,2024
153043,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Direct - Growth,5000,11.0876,11/4/2024,2024
153044,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - IDCW,5000,10.9654,11/4/2024,2024
153045,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Other  ETFs,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,5000,1088.7292,11/4/2024,2024
153046,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Regular Plan - Growth,5000,12.22,11/27/2024,2024
153047,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Direct Plan - Growth,5000,12.46,11/27/2024,2024
153048,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Regular Plan - IDCW,5000,12.23,11/27/2024,2024
153049,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Direct Plan - IDCW,5000,12.45,11/27/2024,2024
153050,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option,5000,11.1249,11/8/2024,2024
153051,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option,5000,11.1412,11/8/2024,2024
153052,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option,5000,11.1413,11/8/2024,2024
153053,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option,5000,11.1246,11/8/2024,2024
153054,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular IDCW payout,5000,9.5375,11/11/2024,2024
153055,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct Growth,5000,9.759,11/11/2024,2024
153056,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct IDCW Reinvestment,5000,9.759,11/11/2024,2024
153057,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct IDCW payout,5000,9.759,11/11/2024,2024
153058,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular IDCW Reinvestment,5000,9.5375,11/11/2024,2024
153059,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular Growth,5000,9.5375,11/11/2024,2024
153060,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option,5000,7.116,11/14/2024,2024
153061,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option,5000,7.0564,11/14/2024,2024
153062,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option,5000,7.0564,11/14/2024,2024
153063,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option,5000,7.116,11/14/2024,2024
153064,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,5000,11.1734,11/14/2024,2024
153065,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option,5000,11.085,11/14/2024,2024
153066,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,5000,11.085,11/14/2024,2024
153067,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option,5000,11.1734,11/14/2024,2024
153068,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - IDCW,5000,10.24,11/18/2024,2024
153069,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Growth,5000,10.24,11/18/2024,2024
153070,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,5000,10.43,11/18/2024,2024
153071,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW,5000,10.43,11/18/2024,2024
153072,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH,500,8.75,11/8/2024,2024
153073,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW,500,8.75,11/8/2024,2024
153074,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW,500,8.97,11/8/2024,2024
153075,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,500,8.97,11/8/2024,2024
153076,Shriram Multi Sector Rotation Fund,Shriram Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,5000,7.9087,11/18/2024,2024
153077,Shriram Multi Sector Rotation Fund,Shriram Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Shriram Multi Sector Rotation Fund - Regular Plan Growth Option,5000,7.7108,11/18/2024,2024
153078,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout,500,9.5615,11/14/2024,2024
153079,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout,500,9.4779,11/14/2024,2024
153080,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,500,9.4776,11/14/2024,2024
153081,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth,500,9.5615,11/14/2024,2024
153082,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Regular Plan - IDCW Option,5000,8.6,11/22/2024,2024
153083,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Direct Plan - Growth Option,5000,8.8,11/22/2024,2024
153084,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Direct Plan - IDCW Option,5000,8.8,11/22/2024,2024
153085,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Regular Plan - Growth Option,5000,8.6,11/22/2024,2024
153086,UTI Nifty Alpha Low-Volatility 30 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option,5000,9.2545,11/11/2024,2024
153087,UTI Nifty Alpha Low-Volatility 30 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option,5000,9.1854,11/11/2024,2024
153088,UTI Nifty Midcap 150 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,5000,10.5861,11/11/2024,2024
153089,UTI Nifty Midcap 150 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,5000,10.6663,11/11/2024,2024
153090,Samco Arbitrage Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Samco Arbitrage Fund - Direct Plan - Growth,5000,10.8,11/11/2024,2024
153091,Samco Arbitrage Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Samco Arbitrage Fund - Regular Plan - Growth,5000,10.62,11/11/2024,2024
153092,Samco Multi Asset Allocation Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Samco Multi Asset Allocation Fund - Direct Plan - Growth,5000,12.54,12/4/2024,2024
153093,Samco Multi Asset Allocation Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Samco Multi Asset Allocation Fund - Regular Plan - Growth,5000,12.24,12/4/2024,2024
153094,Quantum Ethical Fund,Quantum Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Quantum Ethical Fund - Direct Plan Growth Option,5000,9.56,12/2/2024,2024
153095,Quantum Ethical Fund,Quantum Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Quantum Ethical Fund - Regular Plan Growth Option,5000,9.37,12/2/2024,2024
153096,HDFC Nifty India Digital Index Fund,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,HDFC Nifty India Digital Index Fund - Growth Option - Regular,100,7.8254,11/22/2024,2024
153097,HDFC Nifty India Digital Index Fund,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,HDFC Nifty India Digital Index Fund - Growth Option - Direct,100,7.8818,11/22/2024,2024
153098,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Groww Multicap Fund - Direct - IDCW,500,11.3737,11/26/2024,2024
153099,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Groww Multicap Fund - Regular - IDCW,500,11.0775,11/26/2024,2024
153100,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Groww Multicap Fund - Regular - Growth,500,11.0699,11/26/2024,2024
153101,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - IDCW,5000,10.3252,11/20/2024,2024
153102,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Direct - Growth,5000,10.6475,11/20/2024,2024
153103,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Direct - IDCW,5000,10.361,11/20/2024,2024
153104,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Growth,5000,10.5704,11/20/2024,2024
153105,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Direct Plan - Growth,5000,10.3341,11/21/2024,2024
153106,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Direct Plan - IDCW,5000,10.3273,11/21/2024,2024
153107,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Regular Plan - Growth,5000,10.2554,11/21/2024,2024
153108,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Regular Plan - IDCW,5000,10.2553,11/21/2024,2024
153109,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Direct Plan - Growth Option,5000,9.54,11/28/2024,2024
153110,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Direct Plan - IDCW Option,5000,9.54,11/28/2024,2024
153111,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Regular Plan - Growth Option,5000,9.35,11/28/2024,2024
153112,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Regular Plan - IDCW Option,5000,9.35,11/28/2024,2024
153113,Bandhan Nifty 200 Quality 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,5000,9.3194,11/18/2024,2024
153114,Bandhan Nifty 200 Quality 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,5000,9.4111,11/18/2024,2024
153115,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,5000,11.151,11/21/2024,2024
153116,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Regular-Growth,100,10.634,11/25/2024,2024
153117,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Direct -IDCW-PAYOUT & REINVESTMENT,100,10.883,11/25/2024,2024
153118,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Direct Growth,100,10.884,11/25/2024,2024
153119,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Regular-IDCW Payout & Reinvestment,100,10.634,11/25/2024,2024
153120,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Regular - IDCW,5000,9.95,11/27/2024,2024
153121,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Direct - Growth,5000,10.174,11/27/2024,2024
153122,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Regular - Growth,5000,9.95,11/27/2024,2024
153123,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Direct - IDCW,5000,10.174,11/27/2024,2024
153124,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,100,10.78,12/5/2024,2024
153125,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout,100,10.78,12/5/2024,2024
153126,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout,100,10.56,12/5/2024,2024
153127,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,100,10.56,12/5/2024,2024
153128,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout,5000,11.151,11/21/2024,2024
153129,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout,5000,11.115,11/21/2024,2024
153130,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,5000,11.115,11/21/2024,2024
153131,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct IDCW Payout,5000,10.2172,11/25/2024,2024
153132,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct Growth,5000,10.2172,11/25/2024,2024
153133,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular IDCW Payout,5000,10.0983,11/25/2024,2024
153134,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular Growth,5000,10.0983,11/25/2024,2024
153135,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment,5000,10.2172,11/25/2024,2024
153136,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment,5000,10.0983,11/25/2024,2024
153137,Motilal Oswal Nifty Capital Market Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,5000,12.4093,11/26/2024,2024
153138,Motilal Oswal Nifty Capital Market Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,5000,12.5289,11/26/2024,2024
153139,Bank of India Consumption Fund,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Bank of India Consumption Fund - Direct - Growth,5000,10.44,11/29/2024,2024
