Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV,Launch_Date,Launch_Year
100033,Aditya Birla Sun Life Large & Mid Cap Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,5000,894.89,2/24/1995,1995
100034,Aditya Birla Sun Life Large & Mid Cap Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,5000,130.33,2/24/1995,1995
100037,Aditya Birla Sun Life Income Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,5000,12.9669,1/1/1994,1994
100038,Aditya Birla Sun Life Income Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,5000,127.2745,1/1/1994,1994
100041,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,5000,108.023,6/4/1997,1997
100042,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Retail (Growth),5000,722.1341,6/4/1997,1997
100043,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),5000,741.059,6/4/1997,1997
100044,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,5000,163.694,6/4/1997,1997
100046,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Daily IDCW,5000,100.195,6/4/1997,1997
100047,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Growth,5000,444.9947,6/4/1997,1997
100048,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,5000,108.2459,6/4/1997,1997
100051,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -weekly IDCW,5000,100.2607,6/4/1997,1997
100057,Aditya Birla Sun Life Government Securities Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,5000,10.712,10/12/1999,1999
100058,Aditya Birla Sun Life Government Securities Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,5000,80.2415,10/12/1999,1999
100063,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Regular - IDCW,5000,202.02,11/16/1998,1998
100064,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,5000,1256.18,11/16/1998,1998
100077,DSP Bond Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - IDCW,5000,11.4565,4/7/1997,1997
100078,DSP Bond Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Growth,5000,84.9789,4/7/1997,1997
100079,DSP Bond Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - IDCW - Monthly,5000,11.2084,4/7/1997,1997
100080,DSP Flexi Cap Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,DSP Flexi Cap Fund - Regular Plan - IDCW,5000,55.819,4/4/1997,1997
100081,DSP Aggressive Hybrid Fund,DSP Asset Managers Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Aggressive Hybrid Fund- Regular Plan - Growth,5000,339.484,5/3/1999,1999
100082,DSP Aggressive Hybrid Fund,DSP Asset Managers Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Aggressive Hybrid Fund- Regular Plan - IDCW,5000,26.266,5/3/1999,1999
100084,DSP Gilt Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Gilt Fund,DSP Gilt Fund - Regular Plan - Growth,5000,96.1637,9/20/1999,1999
100085,DSP Gilt Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Gilt Fund,DSP Gilt Fund - Regular Plan - IDCW,5000,12.4631,9/20/1999,1999
100086,DSP Gilt Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Gilt Fund,DSP Gilt Fund - Regular Plan - IDCW - Monthly,5000,10.6571,9/20/1999,1999
100087,DSP Savings Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - Growth,5000,55.5385,9/20/1999,1999
100088,DSP Savings Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - IDCW,5000,12.3619,9/20/1999,1999
100089,DSP Savings Fund,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - IDCW - Monthly,5000,11.0216,9/20/1999,1999
100119,HDFC Balanced Advantage Fund,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balanced Advantage Fund - Growth Plan,5000,506.461,7/20/2000,2000
100120,HDFC Balanced Advantage Fund,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balanced Advantage Fund - IDCW Plan,5000,35.611,7/20/2000,2000
100123,HDFC Income Fund,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund - Quarterly IDCW Option,5000,11.4221,9/11/2000,2000
100124,HDFC Income Fund,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund - Growth Option,5000,59.3097,9/11/2000,2000
100174,Quant ELSS Tax Saver Fund,quant Money Managers Limited,Open Ended,Equity Scheme - ELSS,quant ELSS Tax Saver Fund - IDCW Option - Regular Plan,5000,54.8211,3/8/2000,2000
100175,Quant ELSS Tax Saver Fund,quant Money Managers Limited,Open Ended,Equity Scheme - ELSS,quant ELSS Tax Saver Fund - Growth Option - Regular Plan,5000,394.7905,3/8/2000,2000
100176,Quant Small Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Small Cap Fund,quant Small Cap Fund - IDCW Option - Regular Plan,5000,213.9333,9/23/1996,1996
100177,Quant Small Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Small Cap Fund,quant Small Cap Fund - Growth - Regular Plan,5000,269.0126,9/23/1996,1996
100218,JM Large Cap Fund,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,JM Large Cap Fund (Regular) - IDCW ,5000,28.3901,4/1/1995,1995
100219,JM Large Cap Fund,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,JM Large Cap Fund (Regular) - Growth Option,5000,146.2474,4/1/1995,1995
100220,JM Aggressive Hybrid Fund,JM Financial Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - IDCW,5000,31.4884,4/1/1995,1995
100221,JM Aggressive Hybrid Fund,JM Financial Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) -Growth Option,5000,112.5831,4/1/1995,1995
100222,JM Medium to Long Duration Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,5000,21.6297,1/1/2013,2013
100223,JM Medium to Long Duration Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Regular) - Growth Option,5000,63.6156,1/1/2013,2013
100233,JM Liquid Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Weekly IDCW,5000,11.0144,12/23/1997,1997
100234,JM Liquid Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund - Growth Option,5000,75.2631,12/23/1997,1997
100244,JM Liquid Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Quarterly IDCW,5000,42.5997,12/23/1997,1997
100247,JM Liquid Fund,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,5000,43.2734,12/23/1997,1997
100254,JM Value Fund,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Value Fund,JM Value Fund (Regular) - Growth Option,5000,90.7469,3/25/1997,1997
100264,Kotak Gilt Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,500,18.5565,1/2/2000,2000
100265,Kotak Gilt Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Growth,500,94.9653,1/2/2000,2000
100280,Kotak Gilt Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,500,11.671,1/2/2000,2000
100281,Kotak Gilt Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Growth,500,97.1562,1/2/2000,2000
100286,Kotak Aggressive Hybrid Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,5000,36.829,11/29/1999,1999
100291,Kotak Bond Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Dividend,5000,13.6554,11/25/1999,1999
100292,Kotak Bond Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Growth,5000,42.9354,11/25/1999,1999
100299,Kotak Bond Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Regular Plan Growth,5000,78.1177,11/25/1999,1999
100300,Kotak Bond Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Regular Plan - Standard IDCW Option,5000,47.8604,11/25/1999,1999
100312,LIC MF Flexi Cap Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Regular Plan-IDCW,2000,30.3731,4/16/1998,1998
100313,LIC MF Flexi Cap Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Regular Plan-Growth,2000,96.2509,4/16/1998,1998
100314,LIC MF Medium to Long Duration Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,5000,16.2542,3/26/1999,1999
100315,LIC MF Medium to Long Duration Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,5000,74.1537,3/26/1999,1999
100316,LIC MF Gilt Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-Regular Plan-IDCW,10000,16.9924,11/15/1999,1999
100317,LIC MF Gilt Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-Regular Plan-Growth,10000,58.9503,11/15/1999,1999
100318,LIC MF Gilt Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-PF Plan-IDCW,10000,22.0323,11/15/1999,1999
100319,LIC MF Gilt Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-PF Plan-Growth,10000,34.0476,11/15/1999,1999
100321,LIC MF Aggressive Hybrid Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,5000,14.6087,1/1/1991,1991
100323,LIC MF Aggressive Hybrid Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,5000,191.4884,1/1/1991,1991
100325,LIC MF Unit Linked Insurance Scheme (ULIS),LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - ELSS,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,5000,34.6277,6/19/1989,1989
100332,LIC MF Large Cap Fund,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,LIC MF Large Cap Fund-Regular Plan-IDCW,5000,30.8338,9/1/1994,1994
100348,ICICI Prudential Large & Mid Cap Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,ICICI Prudential Large & Mid Cap Fund - IDCW,5000,28.87,6/1/1998,1998
100349,ICICI Prudential Large & Mid Cap Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,ICICI Prudential Large & Mid Cap Fund - Growth,5000,983.81,6/1/1998,1998
100351,ICICI Prudential FMCG Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential FMCG Fund - IDCW,5000,75.56,12/4/2012,2012
100352,ICICI Prudential FMCG Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential FMCG Fund - Growth,5000,408.84,12/4/2012,2012
100353,ICICI Prudential ELSS Tax Saver Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,ICICI Prudential ELSS Tax Saver Fund - IDCW,5000,20.96,12/11/2012,2012
100354,ICICI Prudential ELSS Tax Saver Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,ICICI Prudential ELSS Tax Saver Fund - Growth,5000,889.38,12/11/2012,2012
100355,ICICI Prudential Equity & Debt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,ICICI Prudential Equity & Debt Fund - Monthly IDCW,5000,42,1/1/2000,2000
100356,ICICI Prudential Equity & Debt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,ICICI Prudential Equity & Debt Fund - Growth,5000,392.14,1/1/2000,2000
100357,ICICI Prudential Liquid Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,ICICI Prudential Liquid Fund -Quarterly IDCW,5000,101.4288,1/1/2012,2012
100359,ICICI Prudential Liquid Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,5000,118.5152,1/1/2012,2012
100363,ICICI Prudential Technology Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Technology Fund - Growth,5000,170.22,2/3/2009,2009
100364,ICICI Prudential Long Term Bond Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Long Duration Fund,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,5000,11.1771,12/11/2012,2012
100365,ICICI Prudential Long Term Bond Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Long Duration Fund,ICICI Prudential Long Term Bond Fund - Growth,5000,90.1925,12/11/2012,2012
100366,ICICI Prudential Long Term Bond Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Long Duration Fund,ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,5000,11.7562,12/11/2012,2012
100367,ICICI Prudential Long Term Bond Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Long Duration Fund,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,5000,12.3275,12/11/2012,2012
100368,ICICI Prudential Gilt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,ICICI Prudential Gilt Fund - IDCW,5,17.2738,12/4/2012,2012
100369,ICICI Prudential Gilt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,ICICI Prudential Gilt Fund - Growth,5,105.442,12/4/2012,2012
100370,ICICI Prudential Gilt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,ICICI Prudential Short Term Gilt Fund - Dividend,5,12.1349,12/4/2012,2012
100371,ICICI Prudential Gilt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,ICICI Prudential Short Term Gilt Fund - Growth,5,43.635,12/4/2012,2012
100372,ICICI Prudential Gilt Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,5,11.2589,12/4/2012,2012
100375,Nippon India Growth Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,NIPPON INDIA GROWTH MID CAP FUND - IDCW Option,5000,116.4612,9/25/1995,1995
100376,Nippon India Growth Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,Nippon India Growth Mid Cap Fund-Growth Plan-Bonus Option,5000,720.9075,9/25/1995,1995
100377,Nippon India Growth Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,Nippon India Growth Mid Cap Fund-Growth Plan-Growth Option,5000,4330.5237,9/25/1995,1995
100378,Nippon India Vision Large & Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Nippon India Vision Large & Midcap Fund - IDCW Option,5000,59.8935,9/25/1995,1995
100379,Nippon India Vision Large & Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Bonus Option,5000,242.7163,9/25/1995,1995
100380,Nippon India Vision Large & Mid Cap Fund,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Growth Option,5000,1441.0701,9/25/1995,1995
100383,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION FUND - MONTHLY IDCW Option,5000,10.8094,12/20/1997,1997
100384,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - QUARTERLY IDCW Option,5000,13.1919,12/20/1997,1997
100385,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - HALF YEARLY IDCW Option,5000,12.5223,12/20/1997,1997
100386,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - ANNUAL IDCW Option,5000,12.8144,12/20/1997,1997
100387,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Nippon India Medium to Long Duration  Fund - Growth Plan Growth Option,5000,91.1549,12/20/1997,1997
100388,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Nippon India Medium to Long Duration  Fund - Growth Plan Bonus Option,5000,26.2064,12/20/1997,1997
100414,Tata Aggressive Hybrid Fund,Tata Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,5000,425.142,8/30/1995,1995
100415,Tata Ethical Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund-Regular Plan - Growth Option,5000,356.6186,1/1/2013,2013
100417,Tata Income Fund,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,5000,15.3414,1/1/2013,2013
100418,Tata Income Fund,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund -Regular Plan - Growth Option,5000,66.614,1/1/2013,2013
100470,Franklin India Large Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Franklin India Large Cap Fund - IDCW,5000,40.4608,12/1/1993,1993
100471,Franklin India Large Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Franklin India Large Cap Fund-Growth,5000,963.5534,12/1/1993,1993
100472,Franklin India Mid Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Mid Cap Fund,Franklin India Mid Cap Fund - IDCW,5000,90.3966,12/1/1993,1993
100473,Franklin India Mid Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Mid Cap Fund,Franklin India Mid Cap Fund-Growth,5000,2662.5734,12/1/1993,1993
100474,Tata ELSS Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - ELSS,Tata ELSS Fund- Regular Plan - Payout of IDCW Option,5000,91.1563,3/31/1996,1996
100475,Tata Large Cap Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund -Regular Plan - Growth Option,5000,488.2428,1/1/2013,2013
100476,Taurus Flexi Cap Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Taurus Flexi Cap Fund - Regular Plan - Growth ,5000,216.96,1/29/1994,1994
100477,Taurus Mid Cap Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - Mid Cap Fund,Taurus Mid Cap Fund - Regular Plan - Growth,5000,115.94,9/5/1994,1994
100480,Taurus ELSS Tax Saver Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,5000,172.54,3/5/2007,2007
100484,Franklin India NSE Nifty 50 Index Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Other Scheme - Index Funds,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,5000,188.8064,8/4/2000,2000
100493,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Franklin India Government Securities Fund - Growth,5000,60.2152,6/21/1999,1999
100494,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Franklin India Government Securities Fund - IDCW ,5000,10.6388,6/21/1999,1999
100496,Templeton India Value Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Value Fund,Templeton India Value Fund - Growth Plan,5000,684.1156,9/10/1996,1996
100497,Templeton India Value Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Value Fund,Templeton India Value Fund - IDCW ,5000,90.0791,9/10/1996,1996
100498,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Franklin India Dynamic Accrual Fund - IDCW ,10000,15.6675,3/5/1997,1997
100499,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Franklin India Dynamic Accrual Fund-Growth,10000,94.788,3/5/1997,1997
100503,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Franklin India Low Duration Fund - Monthly - IDCW,5000,15.0351,2/7/2000,2000
100504,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Franklin India Low Duration Fund - Quarterly - IDCW,5000,14.7667,2/7/2000,2000
100519,Franklin India Flexi Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Franklin India Flexi Cap Fund - IDCW ,5000,59.4272,9/29/1994,1994
100520,Franklin India Flexi Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Franklin India Flexi Cap Fund - Growth,5000,1535.8721,9/29/1994,1994
100521,Franklin India Technology Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin India Technology Fund - IDCW ,5000,38.0718,8/22/1998,1998
100522,Franklin India Technology Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin India Technology Fund-Growth,5000,441.7536,8/22/1998,1998
100524,Franklin India Opportunities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin INDIA OPPORTUNITIES FUND - IDCW ,5000,35.5299,2/21/2000,2000
100525,Franklin India ELSS Tax Saver Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - ELSS,Franklin India ELSS Tax Saver Fund - IDCW,5000,57.8656,4/10/1994,1994
100526,Franklin India ELSS Tax Saver Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - ELSS,Franklin India ELSS Tax Saver Fund-Growth,5000,1369.4163,4/10/1994,1994
100527,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,5000,16.7219,6/24/1997,1997
100528,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Growth,5000,104.7696,6/24/1997,1997
